original_text,text,method,num_sentences,num_boundaries,sentence_texts,fragments,boundary_at_end,tokens,labels,stanza_labels
مېنی توتتیرماقچی بۉلگنینی سېزیب قاچیب کېلدیم. - نېچون؟ اخیر کابلگه اۉغلی دالورخاننی یوباریب، بیز بیلن اتفاق توزگن اېدی۔کو. مېن اونی آتهم دېگن اېدیم! قنچه یخشیلیکلر قیلگن اېدیم.,مېنی توتتیرماقچی بۉلگنینی سېزیب قاچیب کېلدیم نېچون اخیر کابلگه اۉغلی دالورخاننی یوباریب بیز بیلن اتفاق توزگن اېدی کو مېن اونی آتهم دېگن اېدیم قنچه یخشیلیکلر قیلگن اېدیم,sequential,4,4,"[""مېنی توتتیرماقچی بۉلگنینی سېزیب قاچیب کېلدیم."", ""- نېچون؟ اخیر کابلگه اۉغلی دالورخاننی یوباریب، بیز بیلن اتفاق توزگن اېدی۔کو."", ""مېن اونی آتهم دېگن اېدیم!"", ""قنچه یخشیلیکلر قیلگن اېدیم.""]","[""مېنی توتتیرماقچی بۉلگنینی سېزیب قاچیب کېلدیم."", ""- نېچون؟ اخیر کابلگه اۉغلی دالورخاننی یوباریب، بیز بیلن اتفاق توزگن اېدی۔کو."", ""مېن اونی آتهم دېگن اېدیم!"", ""قنچه یخشیلیکلر قیلگن اېدیم.""]","[true, true, true, true]",مېنی توتتیرماقچی بۉلگنینی سېزیب قاچیب کېلدیم نېچون اخیر کابلگه اۉغلی دالورخاننی یوباریب بیز بیلن اتفاق توزگن اېدی کو مېن اونی آتهم دېگن اېدیم قنچه یخشیلیکلر قیلگن اېدیم,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1,000100000000000100000000100000100000100000020000010000100000010000010000000000100000001000100001000001000001000010020001000010000100001000002000010000000001000001000002
-دولت خان همهسینی اونوتگن. مېن بونینگ ِرسینی اۉغلی دالورخاندن سۉرهب بیلدیم. بیر قیلیچنی دهلی سلطانی ابراهیم لۉديگه قرشی تققن اېمیش. ایکّینچی قیلیچنی سیزگه قرشی.,دولت خان همهسینی اونوتگن مېن بونینگ رسینی اۉغلی دالورخاندن سۉرهب بیلدیم بیر قیلیچنی دهلی سلطانی ابراهیم لۉديگه قرشی تققن اېمیش ایکینچی قیلیچنی سیزگه قرشی,sequential,4,4,"[""-دولت خان همهسینی اونوتگن."", ""مېن بونینگ ِرسینی اۉغلی دالورخاندن سۉرهب بیلدیم."", ""بیر قیلیچنی دهلی سلطانی ابراهیم لۉديگه قرشی تققن اېمیش."", ""ایکّینچی قیلیچنی سیزگه قرشی.""]","[""-دولت خان همهسینی اونوتگن."", ""مېن بونینگ ِرسینی اۉغلی دالورخاندن سۉرهب بیلدیم."", ""بیر قیلیچنی دهلی سلطانی ابراهیم لۉديگه قرشی تققن اېمیش."", ""ایکّینچی قیلیچنی سیزگه قرشی.""]","[true, true, true, true]",دولت خان همهسینی اونوتگن مېن بونینگ رسینی اۉغلی دالورخاندن سۉرهب بیلدیم بیر قیلیچنی دهلی سلطانی ابراهیم لۉديگه قرشی تققن اېمیش ایکینچی قیلیچنی سیزگه قرشی,0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1,000100010000000100000002000100000010000010000010000000000100000100000020001000000010000100000010000000100000010000100001000002000000010000000100000100002
آتهسی مېنی توتتیرماقچی اېکنینی دالورخان ایتیب، بیر فالکتدن قوتقردی. -عامل خان۔چی؟ 323 - عامل خان ابراهیم لۉدي بیلن اوروشیب مغلوب بۉلگندن بېری قَیته اوروشیشگه جرأتی یۉق. الهور گه بار گنینگیزده چیقیب مالزمت قیلیشگه سۉز بېردی.,آتهسی مېنی توتتیرماقچی اېکنینی دالورخان ایتیب بیر فالکتدن قوتقردی عامل خان چی 323 عامل خان ابراهیم لۉدي بیلن اوروشیب مغلوب بۉلگندن بېری قیته اوروشیشگه جرأتی یۉق الهور گه بار گنینگیزده چیقیب مالزمت قیلیشگه سۉز بېردی,sequential,3,3,"[""آتهسی مېنی توتتیرماقچی اېکنینی دالورخان ایتیب، بیر فالکتدن قوتقردی."", ""-عامل خان۔چی؟ 323 - عامل خان ابراهیم لۉدي بیلن اوروشیب مغلوب بۉلگندن بېری قَیته اوروشیشگه جرأتی یۉق."", ""الهور گه بار گنینگیزده چیقیب مالزمت قیلیشگه سۉز بېردی.""]","[""آتهسی مېنی توتتیرماقچی اېکنینی دالورخان ایتیب، بیر فالکتدن قوتقردی."", ""-عامل خان۔چی؟ 323 - عامل خان ابراهیم لۉدي بیلن اوروشیب مغلوب بۉلگندن بېری قَیته اوروشیشگه جرأتی یۉق."", ""الهور گه بار گنینگیزده چیقیب مالزمت قیلیشگه سۉز بېردی.""]","[true, true, true]",آتهسی مېنی توتتیرماقچی اېکنینی دالورخان ایتیب بیر فالکتدن قوتقردی عامل خان چی 323 عامل خان ابراهیم لۉدي بیلن اوروشیب مغلوب بۉلگندن بېری قیته اوروشیشگه جرأتی یۉق الهور گه بار گنینگیزده چیقیب مالزمت قیلیشگه سۉز بېردی,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1,0000100001000000000001000000010000000010000010001000000010000000200001000100100010000100010000000100001000010000000100000100000001000010000100000000010000010002000001001000100000000010000010000001000000010001000002
اگر غازی خان شکست یېسه، کۉپچیلیک بېکلر بۉیین اېگورلر، الهور جنگسیز آلینور. - قنی اۉشل رهنام؟ اجازه بېرینگ، مېن بیر تفتیش قیلیب کۉرهی.,اگر غازی خان شکست یېسه کۉپچیلیک بېکلر بۉیین اېگورلر الهور جنگسیز آلینور قنی اۉشل رهنام اجازه بېرینگ مېن بیر تفتیش قیلیب کۉرهی,sequential,2,2,"[""اگر غازی خان شکست یېسه، کۉپچیلیک بېکلر بۉیین اېگورلر، الهور جنگسیز آلینور."", ""- قنی اۉشل رهنام؟ اجازه بېرینگ، مېن بیر تفتیش قیلیب کۉرهی.""]","[""اگر غازی خان شکست یېسه، کۉپچیلیک بېکلر بۉیین اېگورلر، الهور جنگسیز آلینور."", ""- قنی اۉشل رهنام؟ اجازه بېرینگ، مېن بیر تفتیش قیلیب کۉرهی.""]","[true, true]",اگر غازی خان شکست یېسه کۉپچیلیک بېکلر بۉیین اېگورلر الهور جنگسیز آلینور قنی اۉشل رهنام اجازه بېرینگ مېن بیر تفتیش قیلیب کۉرهی,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1,00100001000100001000010000000010000010000010000000100000100000010000002000100001000001000001000000100010001000001000001000002
فیل مینگن یۉلباشالوچینی ینه چقیریب کېلدیلر. لعل چند فیلینی جنگلزارگه یقیرناق بیر جایده تۉختتدی و ینه جفتلنگن قۉلینی پېشانهسیگه قۉییب، اېگیلیب سالملشدی. هندو بېک هم کفینی جفتلب، پېشانهسیگه تېککیزدی۔ده، اۉزینی آسایشتهتوتیب، هندچه گپیریشه باشلهدی: - اصلی قهیېرلیکسیز؟ -آگرهلیکمن، صاحب. - پنجابگه قندهی کېلیب قالگنسیز؟ - ایش ایزلب کېلگنمن.,فیل مینگن یۉلباشالوچینی ینه چقیریب کېلدیلر لعل چند فیلینی جنگلزارگه یقیرناق بیر جایده تۉختتدی و ینه جفتلنگن قۉلینی پېشانهسیگه قۉییب اېگیلیب سالملشدی هندو بېک هم کفینی جفتلب پېشانهسیگه تېککیزدی ده اۉزینی آسایشتهتوتیب هندچه گپیریشه باشلهدی اصلی قهیېرلیکسیز آگرهلیکمن صاحب پنجابگه قندهی کېلیب قالگنسیز ایش ایزلب کېلگنمن,sequential,4,4,"[""فیل مینگن یۉلباشالوچینی ینه چقیریب کېلدیلر."", ""لعل چند فیلینی جنگلزارگه یقیرناق بیر جایده تۉختتدی و ینه جفتلنگن قۉلینی پېشانهسیگه قۉییب، اېگیلیب سالملشدی."", ""هندو بېک هم کفینی جفتلب، پېشانهسیگه تېککیزدی۔ده، اۉزینی آسایشتهتوتیب، هندچه گپیریشه باشلهدی: - اصلی قهیېرلیکسیز؟ -آگرهلیکمن، صاحب."", ""- پنجابگه قندهی کېلیب قالگنسیز؟ - ایش ایزلب کېلگنمن.""]","[""فیل مینگن یۉلباشالوچینی ینه چقیریب کېلدیلر."", ""لعل چند فیلینی جنگلزارگه یقیرناق بیر جایده تۉختتدی و ینه جفتلنگن قۉلینی پېشانهسیگه قۉییب، اېگیلیب سالملشدی."", ""هندو بېک هم کفینی جفتلب، پېشانهسیگه تېککیزدی۔ده، اۉزینی آسایشتهتوتیب، هندچه گپیریشه باشلهدی: - اصلی قهیېرلیکسیز؟ -آگرهلیکمن، صاحب."", ""- پنجابگه قندهی کېلیب قالگنسیز؟ - ایش ایزلب کېلگنمن.""]","[true, true, true, true]",فیل مینگن یۉلباشالوچینی ینه چقیریب کېلدیلر لعل چند فیلینی جنگلزارگه یقیرناق بیر جایده تۉختتدی و ینه جفتلنگن قۉلینی پېشانهسیگه قۉییب اېگیلیب سالملشدی هندو بېک هم کفینی جفتلب پېشانهسیگه تېککیزدی ده اۉزینی آسایشتهتوتیب هندچه گپیریشه باشلهدی اصلی قهیېرلیکسیز آگرهلیکمن صاحب پنجابگه قندهی کېلیب قالگنسیز ایش ایزلب کېلگنمن,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1,0010000010000000000000100010000001000000020001000100000010000000001000000010001000001000000010100010000000100000010000000000100000100000001000000002000010001001000001000001000000000010000000010010000001000000000000100000100000001000000010000100000000000100000000010000200000001000001000001000000001000100000100000002
- شوندهی زۉر فیلینگیز بار اېکن، ابراهیم لۉدي سیزگه ایش تاپیب بېرمهدی می؟ - ابراهیم لۉدي خسیس. آدملرنی ایشلتیب، راضی قیلیش یۉق!,شوندهی زۉر فیلینگیز بار اېکن ابراهیم لۉدي سیزگه ایش تاپیب بېرمهدی می ابراهیم لۉدي خسیس آدملرنی ایشلتیب راضی قیلیش یۉق,sequential,2,2,"[""- شوندهی زۉر فیلینگیز بار اېکن، ابراهیم لۉدي سیزگه ایش تاپیب بېرمهدی می؟ - ابراهیم لۉدي خسیس."", ""آدملرنی ایشلتیب، راضی قیلیش یۉق!""]","[""- شوندهی زۉر فیلینگیز بار اېکن، ابراهیم لۉدي سیزگه ایش تاپیب بېرمهدی می؟ - ابراهیم لۉدي خسیس."", ""آدملرنی ایشلتیب، راضی قیلیش یۉق!""]","[true, true]",شوندهی زۉر فیلینگیز بار اېکن ابراهیم لۉدي سیزگه ایش تاپیب بېرمهدی می ابراهیم لۉدي خسیس آدملرنی ایشلتیب راضی قیلیش یۉق,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1,000001000100000000100010000100000001000010000010001000001000000010010000000100001000020000000100000001000010000010002
بېزار بۉلدیک! - تۉغری ایتهسیز، - دېدی هندو بېک.,بېزار بۉلدیک تۉغری ایتهسیز دېدی هندو بېک,sequential,2,2,"[""بېزار بۉلدیک!"", ""- تۉغری ایتهسیز، - دېدی هندو بېک.""]","[""بېزار بۉلدیک!"", ""- تۉغری ایتهسیز، - دېدی هندو بېک.""]","[true, true]",بېزار بۉلدیک تۉغری ایتهسیز دېدی هندو بېک,0 1 0 0 0 0 1,0000100000020000010000000100001000010002
- مېن هم لۉديلرنینگ ظلمیدن قاچیب کېلگنمن. اسکندر لۉدي* مېنینگ آتهمنی رسکشلیکده عیبلب، قوتورگن فیل نینگ آیاغی تگیگه تشلب اۉلدیرگن. فیلبان هندو بېککهمراق بیلن تیکیلدی۔یو: -کشاتري*لردن میسیز؟ -دېدی. - هه، اصلی آتیم ایندری.,مېن هم لۉديلرنینگ ظلمیدن قاچیب کېلگنمن اسکندر لۉدي مېنینگ آتهمنی رسکشلیکده عیبلب قوتورگن فیل نینگ آیاغی تگیگه تشلب اۉلدیرگن فیلبان هندو بېککهمراق بیلن تیکیلدی یو کشاتري لردن میسیز دېدی هه اصلی آتیم ایندری,sequential,4,4,"[""- مېن هم لۉديلرنینگ ظلمیدن قاچیب کېلگنمن."", ""اسکندر لۉدي* مېنینگ آتهمنی رسکشلیکده عیبلب، قوتورگن فیل نینگ آیاغی تگیگه تشلب اۉلدیرگن."", ""فیلبان هندو بېککهمراق بیلن تیکیلدی۔یو: -کشاتري*لردن میسیز؟ -دېدی."", ""- هه، اصلی آتیم ایندری.""]","[""- مېن هم لۉديلرنینگ ظلمیدن قاچیب کېلگنمن."", ""اسکندر لۉدي* مېنینگ آتهمنی رسکشلیکده عیبلب، قوتورگن فیل نینگ آیاغی تگیگه تشلب اۉلدیرگن."", ""فیلبان هندو بېککهمراق بیلن تیکیلدی۔یو: -کشاتري*لردن میسیز؟ -دېدی."", ""- هه، اصلی آتیم ایندری.""]","[true, true, true, true]",مېن هم لۉديلرنینگ ظلمیدن قاچیب کېلگنمن اسکندر لۉدي مېنینگ آتهمنی رسکشلیکده عیبلب قوتورگن فیل نینگ آیاغی تگیگه تشلب اۉلدیرگن فیلبان هندو بېککهمراق بیلن تیکیلدی یو کشاتري لردن میسیز دېدی هه اصلی آتیم ایندری,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1,001001000000000010000001000001000000020000001000010000001000000100000000010000010000000100010000100000100000100001000000002000000100001000000000100001000000010010000001000010000010000200100001000010000002
بابر حرضتلری هندو بېک دېب اتهدیلر. بو نام همهگه معقول بۉلدی. خۉش، سیزنینگ آتینگیز نیمه؟ - لعل چند. - سیز هم ابراهیم لۉدي نینگ ظلمیدن قاچیب کېلگن اېکنسیز.,بابر حرضتلری هندو بېک دېب اتهدیلر بو نام همهگه معقول بۉلدی خۉش سیزنینگ آتینگیز نیمه لعل چند سیز هم ابراهیم لۉدي نینگ ظلمیدن قاچیب کېلگن اېکنسیز,sequential,4,4,"[""بابر حرضتلری هندو بېک دېب اتهدیلر."", ""بو نام همهگه معقول بۉلدی."", ""خۉش، سیزنینگ آتینگیز نیمه؟ - لعل چند."", ""- سیز هم ابراهیم لۉدي نینگ ظلمیدن قاچیب کېلگن اېکنسیز.""]","[""بابر حرضتلری هندو بېک دېب اتهدیلر."", ""بو نام همهگه معقول بۉلدی."", ""خۉش، سیزنینگ آتینگیز نیمه؟ - لعل چند."", ""- سیز هم ابراهیم لۉدي نینگ ظلمیدن قاچیب کېلگن اېکنسیز.""]","[true, true, true, true]",بابر حرضتلری هندو بېک دېب اتهدیلر بو نام همهگه معقول بۉلدی خۉش سیزنینگ آتینگیز نیمه لعل چند سیز هم ابراهیم لۉدي نینگ ظلمیدن قاچیب کېلگن اېکنسیز,0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1,00010000000100001000100010000000200100010000010000010000020001000000010000000100001000100020001001000000010000100001000000100000100000100000002
اېندی بو ظلمدن بیزنی کیم قوتقرهدی، دېب اۉیلهیسیز؟ - خدا. - بندهلریدن۔چی؟ لعل چند اۉیلنیب قالدی: -دولت خان می؟ -دېدی هندو بېک.,اېندی بو ظلمدن بیزنی کیم قوتقرهدی دېب اۉیلهیسیز خدا بندهلریدن چی لعل چند اۉیلنیب قالدی دولت خان می دېدی هندو بېک,sequential,2,2,"[""اېندی بو ظلمدن بیزنی کیم قوتقرهدی، دېب اۉیلهیسیز؟ - خدا."", ""- بندهلریدن۔چی؟ لعل چند اۉیلنیب قالدی: -دولت خان می؟ -دېدی هندو بېک.""]","[""اېندی بو ظلمدن بیزنی کیم قوتقرهدی، دېب اۉیلهیسیز؟ - خدا."", ""- بندهلریدن۔چی؟ لعل چند اۉیلنیب قالدی: -دولت خان می؟ -دېدی هندو بېک.""]","[true, true]",اېندی بو ظلمدن بیزنی کیم قوتقرهدی دېب اۉیلهیسیز خدا بندهلریدن چی لعل چند اۉیلنیب قالدی دولت خان می دېدی هندو بېک,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1,0000100100000100000100010000000010001000000000100020000000001001000100010000000100000100001000100100001000010002
هندوبېک آوازینی پسهیتیریب سۉرهدی: -راستینی ایتینگ، سیز بو قۉشیننی نېگهبو یۉلدن باشلب باریهپسیز؟ -غازی خان ایتگن یۉل شو. -غازی خان سېنی الدهگن!,هندوبېک آوازینی پسهیتیریب سۉرهدی راستینی ایتینگ سیز بو قۉشیننی نېگهبو یۉلدن باشلب باریهپسیز غازی خان ایتگن یۉل شو غازی خان سېنی الدهگن,sequential,2,2,"[""هندوبېک آوازینی پسهیتیریب سۉرهدی: -راستینی ایتینگ، سیز بو قۉشیننی نېگهبو یۉلدن باشلب باریهپسیز؟ -غازی خان ایتگن یۉل شو."", ""-غازی خان سېنی الدهگن!""]","[""هندوبېک آوازینی پسهیتیریب سۉرهدی: -راستینی ایتینگ، سیز بو قۉشیننی نېگهبو یۉلدن باشلب باریهپسیز؟ -غازی خان ایتگن یۉل شو."", ""-غازی خان سېنی الدهگن!""]","[true, true]",هندوبېک آوازینی پسهیتیریب سۉرهدی راستینی ایتینگ سیز بو قۉشیننی نېگهبو یۉلدن باشلب باریهپسیز غازی خان ایتگن یۉل شو غازی خان سېنی الدهگن,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1,00000010000000100000000010000001000000010000001000100100000001000000100000100000100000000010000100010000010001002000010001000010000002
لعل چند فیلینی جنگلزار تامانگه کېسکین بور دی۔یو، قیچقیردی: - بولر باسقینچیلر! بولر باجور قۉر غانیده اوچ مینگ ییگیتیمیزنی قیلیچدن اۉتکزگن!,لعل چند فیلینی جنگلزار تامانگه کېسکین بور دی یو قیچقیردی بولر باسقینچیلر بولر باجور قۉر غانیده اوچ مینگ ییگیتیمیزنی قیلیچدن اۉتکزگن,sequential,2,2,"[""لعل چند فیلینی جنگلزار تامانگه کېسکین بور دی۔یو، قیچقیردی: - بولر باسقینچیلر!"", ""بولر باجور قۉر غانیده اوچ مینگ ییگیتیمیزنی قیلیچدن اۉتکزگن!""]","[""لعل چند فیلینی جنگلزار تامانگه کېسکین بور دی۔یو، قیچقیردی: - بولر باسقینچیلر!"", ""بولر باجور قۉر غانیده اوچ مینگ ییگیتیمیزنی قیلیچدن اۉتکزگن!""]","[true, true]",لعل چند فیلینی جنگلزار تامانگه کېسکین بور دی یو قیچقیردی بولر باسقینچیلر بولر باجور قۉر غانیده اوچ مینگ ییگیتیمیزنی قیلیچدن اۉتکزگن,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1,00100010000001000000010000000100000010001001001000000001000010000000000200001000001000100000010001000010000000000010000000100000002
شهر۔قیشالقلریمیزنی تلتگن! لعل چند شوندهی دېیر اېکن، فیلینی چاپتیریب، اۉرمان ایچیگه قرهب قاچدی. - حرضتیم، بو رهنامنی توتتیرینگ!,شهر قیشالقلریمیزنی تلتگن لعل چند شوندهی دېیر اېکن فیلینی چاپتیریب اۉرمان ایچیگه قرهب قاچدی حرضتیم بو رهنامنی توتتیرینگ,sequential,3,3,"[""شهر۔قیشالقلریمیزنی تلتگن!"", ""لعل چند شوندهی دېیر اېکن، فیلینی چاپتیریب، اۉرمان ایچیگه قرهب قاچدی."", ""- حرضتیم، بو رهنامنی توتتیرینگ!""]","[""شهر۔قیشالقلریمیزنی تلتگن!"", ""لعل چند شوندهی دېیر اېکن، فیلینی چاپتیریب، اۉرمان ایچیگه قرهب قاچدی."", ""- حرضتیم، بو رهنامنی توتتیرینگ!""]","[true, true, true]",شهر قیشالقلریمیزنی تلتگن لعل چند شوندهی دېیر اېکن فیلینی چاپتیریب اۉرمان ایچیگه قرهب قاچدی حرضتیم بو رهنامنی توتتیرینگ,0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1,0010000000000000010000020001000100000010000100001000000100000000100000010000001000010000020000001001000000010000000002
بو یاغي کیشیسی! سیزنی خراب قیلامق اوچون یامان یۉلگه باشلهگن! - نابکارنی آلدیدن تۉسیب چیقینگ!,بو یاغي کیشیسی سیزنی خراب قیلامق اوچون یامان یۉلگه باشلهگن نابکارنی آلدیدن تۉسیب چیقینگ,sequential,3,3,"[""بو یاغي کیشیسی!"", ""سیزنی خراب قیلامق اوچون یامان یۉلگه باشلهگن!"", ""- نابکارنی آلدیدن تۉسیب چیقینگ!""]","[""بو یاغي کیشیسی!"", ""سیزنی خراب قیلامق اوچون یامان یۉلگه باشلهگن!"", ""- نابکارنی آلدیدن تۉسیب چیقینگ!""]","[true, true, true]",بو یاغي کیشیسی سیزنی خراب قیلامق اوچون یامان یۉلگه باشلهگن نابکارنی آلدیدن تۉسیب چیقینگ,0 0 1 0 0 0 0 0 0 1 0 0 0 1,010000100000020000010000100000010000010000010000010000000200000000100000010000010000002
تېز! آتلیقلر فیل نینگ کېتیدن اینتیلدیلر. اولردن اوچتهسی کتّه کېله درختینی ایلنیب اۉتیب، فیل نینگ یۉلینی تۉسیب چیقدیلر.,تېز آتلیقلر فیل نینگ کېتیدن اینتیلدیلر اولردن اوچتهسی کته کېله درختینی ایلنیب اۉتیب فیل نینگ یۉلینی تۉسیب چیقدیلر,sequential,3,3,"[""تېز!"", ""آتلیقلر فیل نینگ کېتیدن اینتیلدیلر."", ""اولردن اوچتهسی کتّه کېله درختینی ایلنیب اۉتیب، فیل نینگ یۉلینی تۉسیب چیقدیلر.""]","[""تېز!"", ""آتلیقلر فیل نینگ کېتیدن اینتیلدیلر."", ""اولردن اوچتهسی کتّه کېله درختینی ایلنیب اۉتیب، فیل نینگ یۉلینی تۉسیب چیقدیلر.""]","[true, true, true]",تېز آتلیقلر فیل نینگ کېتیدن اینتیلدیلر اولردن اوچتهسی کته کېله درختینی ایلنیب اۉتیب فیل نینگ یۉلینی تۉسیب چیقدیلر,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1,00200000001000100001000000100000000002000000100000001000100001000000010000001000001000100001000000100000100000002
فیلبان قۉلیدهگی تېمیر کجک بیلن فیلنی قتّيق خیلهلب، بیر نرسه دېب قیچقیردی. فیل آتلرنینگ بیرینی آیاغی بیلن تېپیب ییقیتدی، ایکّینچی آت نینگ بۉینیگه خرطومینی اۉرهب، سیلتب ایتقیتیب یوباردی.,فیلبان قۉلیدهگی تېمیر کجک بیلن فیلنی قتيق خیلهلب بیر نرسه دېب قیچقیردی فیل آتلرنینگ بیرینی آیاغی بیلن تېپیب ییقیتدی ایکینچی آت نینگ بۉینیگه خرطومینی اۉرهب سیلتب ایتقیتیب یوباردی,sequential,2,2,"[""فیلبان قۉلیدهگی تېمیر کجک بیلن فیلنی قتّيق خیلهلب، بیر نرسه دېب قیچقیردی."", ""فیل آتلرنینگ بیرینی آیاغی بیلن تېپیب ییقیتدی، ایکّینچی آت نینگ بۉینیگه خرطومینی اۉرهب، سیلتب ایتقیتیب یوباردی.""]","[""فیلبان قۉلیدهگی تېمیر کجک بیلن فیلنی قتّيق خیلهلب، بیر نرسه دېب قیچقیردی."", ""فیل آتلرنینگ بیرینی آیاغی بیلن تېپیب ییقیتدی، ایکّینچی آت نینگ بۉینیگه خرطومینی اۉرهب، سیلتب ایتقیتیب یوباردی.""]","[true, true]",فیلبان قۉلیدهگی تېمیر کجک بیلن فیلنی قتيق خیلهلب بیر نرسه دېب قیچقیردی فیل آتلرنینگ بیرینی آیاغی بیلن تېپیب ییقیتدی ایکینچی آت نینگ بۉینیگه خرطومینی اۉرهب سیلتب ایتقیتیب یوباردی,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,000001000000001000001000100001000001000010000001000100001000100000000200010000000010000001000001000010000010000000100000001001000010000000100000000100000100000100000000100000002
بونی کۉرگن اوچینچی آتلیق درخت پنهسیگه قاچیب، زۉرغهقوتولیب قالدی. قهری کېلگن فیل بهیبت تاووش بیلن نعره تارتیب، یۉلیده اوچرهگن یۉ غان چیرماو وقلرنی اوزیب اۉتر، کتّه۔کتّه شاخلرنی قرسیلّتیب سیندیرر و آتلیقلر کیراملهیدیگن قلین جنگلزارده تاباره اوزاقلشیب بارر اېدی. لعل چند فیل نینگ اولکن بۉینیگه بغرینی بېریب، اونینگ بلند سغریسی و قوالقلری پنهسیده بیقینیب یاتر اېدی.,بونی کۉرگن اوچینچی آتلیق درخت پنهسیگه قاچیب زۉرغهقوتولیب قالدی قهری کېلگن فیل بهیبت تاووش بیلن نعره تارتیب یۉلیده اوچرهگن یۉ غان چیرماو وقلرنی اوزیب اۉتر کته کته شاخلرنی قرسیلتیب سیندیرر و آتلیقلر کیراملهیدیگن قلین جنگلزارده تاباره اوزاقلشیب بارر اېدی لعل چند فیل نینگ اولکن بۉینیگه بغرینی بېریب اونینگ بلند سغریسی و قوالقلری پنهسیده بیقینیب یاتر اېدی,sequential,3,3,"[""بونی کۉرگن اوچینچی آتلیق درخت پنهسیگه قاچیب، زۉرغهقوتولیب قالدی."", ""قهری کېلگن فیل بهیبت تاووش بیلن نعره تارتیب، یۉلیده اوچرهگن یۉ غان چیرماو وقلرنی اوزیب اۉتر، کتّه۔کتّه شاخلرنی قرسیلّتیب سیندیرر و آتلیقلر کیراملهیدیگن قلین جنگلزارده تاباره اوزاقلشیب بارر اېدی."", ""لعل چند فیل نینگ اولکن بۉینیگه بغرینی بېریب، اونینگ بلند سغریسی و قوالقلری پنهسیده بیقینیب یاتر اېدی.""]","[""بونی کۉرگن اوچینچی آتلیق درخت پنهسیگه قاچیب، زۉرغهقوتولیب قالدی."", ""قهری کېلگن فیل بهیبت تاووش بیلن نعره تارتیب، یۉلیده اوچرهگن یۉ غان چیرماو وقلرنی اوزیب اۉتر، کتّه۔کتّه شاخلرنی قرسیلّتیب سیندیرر و آتلیقلر کیراملهیدیگن قلین جنگلزارده تاباره اوزاقلشیب بارر اېدی."", ""لعل چند فیل نینگ اولکن بۉینیگه بغرینی بېریب، اونینگ بلند سغریسی و قوالقلری پنهسیده بیقینیب یاتر اېدی.""]","[true, true, true]",بونی کۉرگن اوچینچی آتلیق درخت پنهسیگه قاچیب زۉرغهقوتولیب قالدی قهری کېلگن فیل بهیبت تاووش بیلن نعره تارتیب یۉلیده اوچرهگن یۉ غان چیرماو وقلرنی اوزیب اۉتر کته کته شاخلرنی قرسیلتیب سیندیرر و آتلیقلر کیراملهیدیگن قلین جنگلزارده تاباره اوزاقلشیب بارر اېدی لعل چند فیل نینگ اولکن بۉینیگه بغرینی بېریب اونینگ بلند سغریسی و قوالقلری پنهسیده بیقینیب یاتر اېدی,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,000100000100000001000001000010000000100000100000000000010000020000100000100010000010000010000100001000000100000010000000100100010000001000000100000100001000100010000000100000000100000001010000000100000000000010000100000000010000001000000000100001000020001000100010000100000100000001000000100000100000010000100000010100000000100000001000000010000100002
